CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
1,France,Female,3,2,0,2,a,a1,2,a1
4,Spain,Female,2,1,2,1,a1,a,3,a
2,France,Male,2,0,0,1,a1,a,1,a
1,Germany,Female,1,2,3,1,a1,a,1,a
1,France,Male,3,2,2,1,a1,a1,2,a
3,France,Male,0,0,0,2,a1,a1,1,a
3,Germany,Female,2,1,1,1,a1,a,1,a
3,Germany,Male,3,2,2,0,a1,a1,0,a1
3,Spain,Female,1,3,3,0,a1,a,2,a
0,France,Male,1,2,0,1,a1,a,1,a
2,Germany,Male,1,1,3,0,a1,a,4,a
2,Spain,Female,3,1,3,2,a,a1,4,a1
2,Germany,Male,2,2,3,1,a1,a,3,a
2,Germany,Male,2,1,2,0,a1,a,4,a1
3,Spain,Male,3,1,0,1,a1,a1,1,a
5,Spain,Female,5,2,0,0,a1,a1,0,a
2,Germany,Female,1,2,2,0,a,a1,3,a
3,Spain,Male,4,0,3,0,a,a1,2,a
2,Spain,Male,2,3,3,0,a1,a1,2,a
1,France,Female,3,0,0,0,a1,a,1,a1
3,Spain,Female,2,2,2,0,a1,a1,0,a
1,France,Male,2,1,0,1,a1,a1,3,a
0,Spain,Female,3,1,0,0,a,a,4,a1
3,Spain,Female,4,0,3,0,a1,a1,1,a
3,Germany,Male,1,2,2,1,a1,a1,1,a
4,France,Male,1,2,0,2,a1,a1,3,a
2,France,Male,2,0,2,1,a1,a1,1,a
3,France,Male,3,0,0,0,a1,a,1,a1
3,France,Male,2,3,2,1,a1,a,3,a
2,Spain,Female,3,3,0,1,a1,a1,3,a1
4,Spain,Male,2,1,2,0,a1,a1,1,a
1,France,Female,1,3,0,1,a1,a1,0,a
0,Spain,Female,1,1,3,0,a1,a,2,a
4,France,Male,1,1,2,1,a,a1,3,a
2,France,Female,2,2,0,0,a1,a,1,a
3,France,Male,2,1,0,1,a1,a1,2,a
3,Spain,Male,2,3,0,1,a1,a,3,a
2,Spain,Female,1,1,2,1,a,a1,2,a1
2,Spain,Female,4,1,0,1,a,a1,0,a
1,Germany,Female,1,3,1,0,a1,a,2,a
2,Germany,Female,3,0,2,1,a,a,1,a1
4,France,Female,3,1,2,0,a,a,4,a1
2,Spain,Male,3,3,3,0,a1,a,1,a1
3,France,Male,2,2,0,0,a1,a1,2,a
1,France,Male,2,0,0,0,a1,a,3,a
1,Spain,Female,3,2,3,1,a,a,3,a1
3,Germany,Female,2,2,3,0,a1,a1,1,a1
3,France,Male,2,3,3,0,a1,a,0,a
3,France,Female,1,3,2,0,a1,a1,1,a
2,Spain,Male,1,1,2,0,a,a,3,a
4,Spain,Female,1,1,3,1,a,a1,1,a
2,Germany,Female,2,1,2,0,a1,a,3,a
3,Spain,Male,2,3,0,1,a1,a,2,a
2,Germany,Male,2,3,2,0,a1,a1,1,a
3,Germany,Female,4,2,3,0,a,a,0,a1
1,Germany,Female,1,1,3,0,a,a1,1,a
2,France,Female,2,3,0,2,a,a1,2,a1
4,Spain,Female,1,2,2,1,a1,a1,3,a
3,France,Female,5,3,0,0,a,a1,1,a
2,France,Male,1,2,0,0,a1,a,1,a1
3,France,Male,2,3,3,0,a1,a1,2,a
2,France,Male,1,3,0,0,a1,a1,2,a
3,France,Male,3,1,0,1,a,a1,2,a
2,France,Male,1,3,0,1,a1,a,0,a
3,France,Male,2,2,0,1,a1,a1,2,a
3,Germany,Female,3,1,2,0,a1,a,2,a
1,France,Male,1,3,3,0,a,a,3,a
3,France,Female,1,2,0,1,a1,a,0,a
2,France,Female,4,1,3,0,a1,a1,0,a
3,Spain,Male,2,0,2,0,a1,a1,2,a
3,Germany,Male,1,3,3,0,a1,a1,4,a
3,Spain,Female,1,0,0,0,a1,a,2,a1
4,Spain,Male,2,2,3,1,a1,a,2,a
2,Germany,Female,4,3,3,0,a1,a,4,a1
1,Spain,Male,2,2,3,0,a1,a1,2,a
3,Spain,Female,2,3,0,1,a1,a1,4,a
2,France,Male,2,3,2,0,a1,a,1,a
3,Spain,Female,2,3,3,0,a,a1,3,a
1,Germany,Female,3,2,3,1,a1,a1,2,a
3,Germany,Male,2,1,3,1,a,a1,2,a
1,Spain,Female,3,1,3,0,a,a1,1,a
5,Spain,Male,2,2,2,0,a,a,3,a
0,France,Male,1,0,3,0,a1,a1,2,a
4,France,Male,3,1,2,0,a1,a,0,a
2,France,Male,3,0,0,1,a1,a1,3,a
4,Spain,Female,1,1,3,0,a1,a,1,a
2,France,Female,4,0,0,0,a1,a,1,a1
2,Germany,Female,3,2,2,0,a1,a,1,a1
4,Spain,Female,1,3,2,0,a1,a,1,a
1,Germany,Male,2,1,3,1,a1,a1,0,a
5,France,Male,1,2,1,1,a,a,1,a1
3,Spain,Female,3,2,0,1,a1,a,1,a
3,Spain,Female,1,0,0,1,a,a,2,a
3,France,Male,3,0,3,0,a,a1,3,a
3,France,Female,2,3,3,0,a,a1,0,a
4,France,Female,2,1,3,0,a,a,4,a
4,Spain,Male,3,2,2,0,a1,a,3,a1
3,France,Female,1,2,2,0,a1,a,1,a
2,France,Female,1,0,3,0,a1,a1,2,a
3,Germany,Female,2,2,3,0,a1,a,3,a1
4,France,Female,2,3,3,0,a1,a,1,a1
3,France,Female,1,3,1,0,a1,a,0,a1
4,France,Female,1,1,0,1,a1,a1,2,a
2,France,Male,2,2,2,0,a1,a,0,a
0,France,Female,2,1,0,1,a1,a,1,a
3,France,Male,2,2,0,1,a1,a1,3,a
2,France,Female,3,1,0,1,a1,a1,4,a
3,France,Male,3,2,0,0,a1,a1,0,a
3,France,Male,2,1,3,0,a1,a,2,a
1,Germany,Male,3,1,3,0,a1,a1,0,a1
3,Spain,Male,1,3,3,1,a1,a1,0,a
1,Germany,Male,1,3,2,0,a1,a1,3,a
1,Spain,Male,1,2,4,0,a,a1,0,a
2,Germany,Female,3,0,3,1,a1,a1,4,a
1,France,Male,4,3,2,0,a1,a1,2,a
4,France,Female,1,2,0,1,a1,a,0,a
2,Germany,Female,2,1,2,0,a1,a1,1,a
3,Spain,Male,4,3,2,0,a1,a1,2,a
3,France,Male,1,1,0,1,a1,a1,1,a
3,France,Male,3,1,0,1,a1,a1,3,a
3,France,Female,2,0,0,1,a,a1,3,a
3,France,Male,1,3,0,1,a1,a1,2,a
2,France,Female,1,1,3,0,a,a1,3,a
1,France,Male,1,1,0,1,a1,a1,3,a
3,Spain,Male,3,1,2,0,a1,a1,1,a
2,France,Female,2,2,4,0,a1,a1,0,a
2,Germany,Female,3,1,2,1,a,a,1,a
3,France,Male,2,3,0,1,a,a1,1,a
2,France,Male,1,0,0,0,a,a,1,a
2,Spain,Female,1,2,2,1,a1,a1,0,a
1,Spain,Male,2,2,0,1,a1,a1,4,a
2,France,Female,2,2,0,1,a1,a1,0,a
2,Spain,Female,2,1,2,1,a1,a,1,a
3,Germany,Male,3,2,2,0,a,a1,3,a1
4,Spain,Female,5,0,0,1,a1,a1,1,a
3,Spain,Female,2,1,0,1,a1,a,1,a
1,France,Male,4,2,2,0,a,a1,2,a
2,Spain,Male,4,2,3,0,a,a1,3,a
3,Germany,Female,2,1,3,0,a,a1,3,a
3,Germany,Female,2,3,3,1,a,a,2,a
2,France,Male,0,3,3,0,a,a,2,a
3,Spain,Male,2,1,4,0,a,a,1,a1
3,France,Female,1,1,2,1,a1,a1,4,a
4,Germany,Female,3,2,3,0,a1,a,2,a1
2,France,Female,3,2,3,0,a1,a,1,a1
2,France,Female,2,2,1,0,a1,a,1,a
3,Germany,Male,1,0,2,1,a1,a,1,a
4,France,Male,2,0,2,1,a1,a,2,a
3,Germany,Male,2,3,3,0,a,a,0,a
2,France,Male,1,2,0,1,a1,a1,4,a
4,France,Female,3,1,2,0,a1,a1,2,a
3,France,Male,4,2,0,1,a1,a1,0,a
0,Spain,Male,4,0,1,0,a1,a1,2,a1
1,Germany,Female,4,0,2,1,a1,a1,2,a1
3,Spain,Male,2,1,0,1,a1,a1,0,a
3,Germany,Male,1,0,4,0,a1,a1,2,a
4,France,Female,1,2,0,1,a1,a,2,a
3,France,Male,1,2,2,0,a,a,0,a
2,Spain,Female,3,1,3,1,a,a1,2,a
2,Spain,Male,2,0,0,1,a,a1,1,a
3,Germany,Male,2,1,2,1,a1,a1,3,a
4,Germany,Male,2,2,3,2,a1,a,0,a1
2,Germany,Male,2,1,2,0,a1,a1,1,a
2,France,Male,2,1,0,1,a1,a,0,a
2,France,Female,2,3,0,1,a,a1,0,a
3,France,Female,1,1,2,1,a1,a,3,a
1,France,Male,3,0,3,0,a,a,2,a
2,Germany,Male,2,2,2,0,a1,a,3,a
2,Spain,Male,2,0,2,0,a1,a,2,a
1,France,Female,2,1,3,0,a1,a,3,a
3,Spain,Female,1,1,2,2,a1,a,0,a1
4,France,Male,1,3,0,1,a1,a,3,a
2,Germany,Female,2,1,1,0,a,a,4,a
3,Spain,Female,2,2,0,1,a,a,0,a
1,France,Male,3,3,0,1,a,a,3,a
2,France,Female,2,2,0,0,a1,a1,1,a
3,Spain,Female,4,1,4,1,a1,a1,3,a1
1,Spain,Female,2,2,3,1,a1,a1,4,a1
3,France,Male,0,0,0,1,a,a,1,a
4,France,Female,2,1,3,0,a1,a,3,a
3,France,Male,2,1,2,0,a1,a1,2,a
4,France,Female,2,3,3,1,a1,a1,2,a
2,France,Male,2,3,0,1,a,a1,2,a
3,France,Female,1,2,0,2,a1,a1,0,a
3,France,Female,2,2,3,0,a1,a,2,a
1,France,Female,4,0,0,0,a,a,3,a1
2,France,Male,0,2,3,0,a1,a1,1,a
4,France,Female,1,3,0,1,a,a,4,a
3,Spain,Male,1,1,3,0,a,a,2,a
3,Germany,Male,2,3,2,1,a1,a,1,a1
1,Germany,Female,4,2,3,0,a,a1,4,a1
1,France,Male,3,2,0,0,a1,a1,2,a
4,Spain,Male,5,2,3,0,a1,a1,1,a
1,France,Male,2,1,2,0,a,a1,3,a
3,France,Male,3,2,0,1,a1,a,3,a
3,France,Female,1,3,2,1,a1,a,1,a
2,France,Female,0,2,3,0,a,a1,1,a
1,France,Male,0,3,3,0,a1,a1,3,a
2,France,Male,1,2,2,0,a1,a1,3,a
2,France,Female,3,1,2,2,a,a,3,a1
3,France,Male,4,3,0,1,a1,a1,2,a
2,France,Male,2,2,0,1,a1,a1,1,a
4,France,Male,0,1,3,0,a,a,3,a
1,Spain,Female,3,2,4,0,a1,a,1,a
3,Spain,Male,2,1,1,0,a1,a1,1,a
1,Germany,Male,3,1,3,1,a1,a1,3,a
2,France,Male,2,0,0,1,a,a1,3,a
4,Germany,Female,3,3,2,0,a1,a,1,a
1,France,Female,2,2,2,0,a1,a1,0,a
4,Germany,Male,2,1,2,1,a1,a,0,a
4,Spain,Female,2,2,3,1,a1,a,0,a
4,France,Male,1,3,3,1,a1,a,3,a
3,Germany,Female,2,1,3,1,a1,a,2,a
3,Spain,Female,1,1,0,1,a1,a1,2,a
2,France,Female,2,3,3,0,a1,a,1,a
3,France,Male,4,2,2,0,a1,a1,1,a
2,France,Female,2,2,3,0,a1,a,4,a
3,France,Female,2,2,2,0,a1,a,2,a1
3,Germany,Female,2,2,2,0,a,a,1,a1
3,Germany,Female,0,0,2,0,a1,a,1,a
3,Germany,Male,2,1,3,2,a1,a1,3,a1
3,Spain,Female,1,1,3,0,a1,a,3,a
3,France,Female,6,1,0,1,a,a1,4,a
3,Germany,Male,4,3,2,1,a,a,3,a1
3,Spain,Male,2,1,2,1,a,a,2,a
1,France,Female,4,0,2,0,a,a1,0,a1
3,Germany,Female,2,1,3,1,a,a,1,a1
3,France,Male,1,1,3,0,a,a,1,a
2,France,Male,1,1,0,1,a,a1,0,a
4,France,Male,2,1,3,0,a,a,2,a
2,Germany,Male,3,2,2,1,a1,a,3,a1
2,France,Male,1,2,3,0,a1,a1,2,a
2,Germany,Female,4,2,2,0,a1,a,2,a1
3,Spain,Male,1,3,2,0,a,a,0,a1
4,France,Male,1,3,0,1,a1,a1,1,a
3,Spain,Female,2,3,2,0,a,a,2,a
2,France,Male,1,3,0,1,a1,a,4,a
4,France,Female,1,0,1,1,a,a1,1,a
1,France,Male,2,1,0,1,a,a1,2,a
2,France,Female,2,3,0,1,a,a,2,a
3,Germany,Male,4,2,2,0,a1,a1,4,a1
4,Spain,Male,2,2,2,0,a,a1,1,a
3,France,Male,1,0,0,1,a1,a1,2,a
3,Germany,Male,2,1,4,0,a,a1,1,a
2,Spain,Female,2,0,0,1,a1,a,2,a
3,Spain,Male,3,3,3,0,a1,a1,3,a
3,France,Male,2,1,2,1,a1,a1,2,a
2,France,Male,3,1,0,1,a1,a1,3,a
5,Germany,Female,3,2,2,0,a1,a,2,a
3,Germany,Female,1,0,3,0,a1,a1,2,a
3,France,Male,1,0,0,0,a1,a,4,a
4,Germany,Male,2,3,2,1,a,a,2,a
3,France,Female,3,3,2,0,a,a1,2,a
1,Germany,Male,1,1,2,0,a1,a,2,a
3,France,Female,2,2,4,1,a1,a1,1,a
2,Germany,Female,2,3,3,0,a,a1,2,a
2,France,Male,3,2,0,1,a1,a1,3,a
3,Germany,Female,2,0,2,1,a,a1,1,a
2,Germany,Female,1,2,2,1,a1,a1,1,a
1,Spain,Female,1,3,0,1,a,a1,3,a
5,France,Male,2,1,3,1,a,a1,3,a
4,Spain,Female,3,3,0,0,a,a,0,a1
4,France,Female,1,0,0,0,a,a,4,a
2,France,Male,5,2,0,1,a1,a1,4,a
2,Germany,Male,3,3,3,0,a1,a1,3,a
3,France,Female,2,2,2,0,a1,a,2,a
2,France,Female,2,3,0,1,a1,a,4,a
3,Spain,Male,5,2,3,1,a,a1,4,a
1,Spain,Female,1,1,0,1,a1,a1,1,a
0,Germany,Male,1,3,2,2,a1,a1,2,a1
3,France,Female,1,1,0,1,a,a,1,a
3,France,Male,1,2,3,1,a1,a,3,a
3,France,Male,1,3,0,1,a1,a,4,a
2,Germany,Female,2,1,2,0,a,a,2,a1
1,Spain,Male,1,3,2,0,a1,a1,3,a
3,France,Female,2,2,3,1,a1,a,3,a
3,Germany,Male,2,1,3,1,a1,a,2,a
4,France,Female,2,2,3,0,a,a,2,a
2,Spain,Male,1,3,0,0,a1,a,1,a
3,Spain,Female,5,3,3,0,a,a1,2,a1
2,Spain,Male,2,1,0,1,a1,a,3,a
1,Germany,Male,1,3,3,1,a1,a1,0,a
3,France,Female,3,2,0,1,a1,a1,4,a
4,Spain,Male,4,0,0,1,a1,a1,0,a
2,Germany,Female,1,1,2,1,a1,a1,3,a
2,France,Female,2,3,0,1,a1,a,0,a
3,France,Female,1,2,0,1,a1,a1,3,a
3,Spain,Female,2,2,0,0,a,a1,3,a
3,Germany,Female,1,0,3,0,a1,a1,3,a
2,Germany,Male,2,1,2,1,a1,a1,3,a
2,France,Female,1,2,0,1,a,a,1,a
2,France,Male,1,1,3,1,a1,a,0,a
3,Spain,Female,2,1,0,1,a1,a1,3,a
3,Germany,Female,4,2,2,0,a1,a1,2,a
2,Spain,Female,3,1,0,0,a,a1,1,a1
1,France,Male,2,1,2,0,a,a,3,a
3,Germany,Male,3,2,3,0,a,a,2,a1
4,France,Female,1,0,4,0,a,a,4,a
3,Germany,Male,2,3,1,0,a,a1,4,a
4,Spain,Female,2,2,0,0,a1,a,1,a1
2,France,Male,2,1,3,0,a1,a,2,a
1,France,Male,3,2,2,0,a,a,3,a
3,Germany,Male,0,2,2,1,a,a,1,a
1,France,Female,2,2,0,1,a1,a,3,a
2,Spain,Male,3,0,2,0,a1,a1,3,a
3,France,Male,1,0,2,0,a,a1,1,a
2,Germany,Male,3,0,3,1,a1,a,1,a
3,Germany,Female,3,0,2,1,a,a,2,a1
1,Germany,Female,2,3,3,0,a1,a1,1,a
3,France,Female,2,2,0,1,a1,a1,0,a
3,France,Female,4,3,0,1,a,a1,2,a
1,Spain,Male,1,1,0,1,a1,a,3,a
2,Germany,Female,3,2,3,0,a1,a,2,a1
3,Spain,Male,2,2,3,1,a,a1,3,a
1,Spain,Male,1,3,3,0,a1,a1,3,a
2,France,Male,4,0,0,1,a1,a,4,a1
3,France,Male,2,3,4,0,a1,a,2,a1
1,France,Female,1,1,3,0,a1,a,4,a1
3,France,Male,2,2,2,0,a1,a1,2,a
3,France,Male,3,2,0,1,a,a1,2,a
2,France,Male,2,1,0,1,a,a,4,a
3,Germany,Female,1,3,2,1,a,a1,3,a
1,France,Male,2,0,2,1,a1,a1,0,a
2,France,Female,3,0,3,0,a1,a,2,a1
2,Germany,Male,2,2,2,1,a1,a,2,a1
0,France,Male,2,1,0,0,a1,a1,4,a
1,France,Female,2,3,0,0,a1,a1,1,a
2,Germany,Female,3,2,3,2,a1,a,0,a1
3,France,Female,2,1,3,1,a1,a1,0,a
2,France,Male,1,2,0,1,a1,a,0,a
2,France,Female,2,2,2,1,a,a1,0,a
1,France,Female,2,3,2,0,a,a,4,a
1,Germany,Female,1,0,3,0,a,a1,2,a
3,Spain,Female,2,1,0,1,a1,a1,1,a
2,France,Female,1,1,3,0,a1,a,1,a
1,France,Female,3,3,2,1,a1,a1,1,a
3,France,Female,4,2,0,0,a1,a,0,a1
3,France,Female,2,1,0,2,a1,a,2,a1
2,France,Male,2,2,2,0,a1,a,3,a
2,France,Female,3,1,1,0,a1,a,1,a1
1,France,Male,5,2,2,0,a1,a1,3,a
1,France,Male,1,2,0,1,a1,a1,3,a
3,Spain,Male,2,0,3,0,a1,a,0,a
2,France,Male,2,1,0,1,a1,a1,0,a
3,Germany,Male,5,1,2,0,a1,a1,3,a
1,France,Female,2,3,3,0,a,a1,0,a
4,Spain,Male,2,3,3,0,a,a,1,a
0,Germany,Male,1,1,1,1,a1,a1,0,a
2,France,Male,2,3,0,0,a1,a,1,a
3,France,Female,3,1,0,2,a1,a1,2,a1
3,Germany,Female,2,3,3,1,a1,a,1,a1
3,Germany,Male,1,2,1,0,a1,a1,3,a
3,France,Male,2,3,0,1,a1,a,2,a
2,France,Female,2,2,0,0,a1,a,3,a
1,France,Female,2,1,2,0,a1,a,3,a1
3,Germany,Male,1,1,3,0,a1,a,0,a
3,Germany,Male,2,0,2,1,a1,a,1,a1
2,France,Male,2,2,3,1,a,a1,2,a
2,France,Female,3,2,2,0,a1,a1,3,a
2,France,Male,1,2,3,1,a1,a,4,a
2,France,Male,4,1,0,0,a,a,4,a1
3,France,Female,3,3,0,0,a1,a1,2,a1
3,France,Male,1,2,3,0,a1,a1,1,a
1,France,Female,3,0,2,0,a1,a,2,a1
3,Spain,Male,1,3,3,0,a1,a1,3,a
4,Spain,Male,1,2,0,1,a1,a,0,a
2,France,Male,2,2,2,1,a1,a1,2,a
2,Spain,Female,3,2,2,0,a1,a1,2,a
1,Spain,Female,1,1,0,0,a1,a,2,a
4,Germany,Male,1,0,3,0,a1,a,2,a
2,France,Male,2,3,2,0,a1,a1,4,a
2,France,Male,3,2,0,0,a1,a,1,a
1,France,Male,2,2,0,0,a1,a1,1,a1
2,France,Female,3,1,1,0,a1,a1,1,a
4,Spain,Male,2,1,0,1,a,a,2,a
2,Spain,Male,3,3,0,1,a1,a,1,a
3,France,Male,2,2,0,1,a,a1,0,a
2,Spain,Male,4,0,0,0,a1,a,0,a1
2,France,Male,3,2,0,2,a1,a,4,a1
2,Germany,Female,0,0,3,0,a1,a1,0,a
4,France,Female,1,3,1,0,a1,a1,1,a
3,Germany,Female,2,0,2,1,a1,a1,0,a
3,Spain,Male,2,1,0,0,a1,a1,0,a
2,Germany,Male,2,2,3,0,a1,a1,3,a
1,Germany,Male,4,3,3,1,a1,a1,2,a
4,France,Female,0,2,2,0,a,a,2,a
3,Spain,Male,2,2,3,0,a,a,1,a
2,Germany,Male,2,3,2,1,a1,a1,1,a
3,Germany,Female,2,3,4,1,a1,a,0,a
1,Spain,Male,2,0,0,0,a,a1,3,a1
2,Spain,Male,2,3,0,2,a1,a1,0,a
2,France,Female,2,1,0,1,a,a1,2,a
4,France,Male,3,3,2,0,a1,a1,2,a1
5,Germany,Female,2,2,3,0,a,a1,3,a
2,France,Female,2,1,0,0,a1,a1,2,a
3,France,Female,2,3,1,0,a1,a,3,a
3,Spain,Male,2,0,2,0,a1,a1,3,a
3,France,Female,1,3,0,1,a,a,4,a
0,France,Female,3,2,0,0,a1,a,3,a1
3,Germany,Female,1,3,2,0,a1,a,3,a
3,France,Male,2,3,1,0,a1,a,3,a
3,Spain,Female,1,2,2,1,a1,a1,3,a
2,Spain,Female,2,1,0,0,a1,a,4,a1
3,France,Female,2,2,2,0,a1,a1,0,a1
3,France,Male,5,1,3,0,a1,a1,3,a
3,France,Female,3,1,1,0,a,a,0,a1
2,France,Female,3,3,3,1,a1,a1,1,a
4,Germany,Male,1,3,3,0,a1,a,0,a
2,Germany,Female,5,3,2,0,a,a1,4,a
3,Spain,Male,2,0,2,0,a1,a1,2,a
3,Spain,Female,2,1,3,1,a,a1,3,a1
3,France,Female,2,1,3,0,a,a,1,a
4,Spain,Female,2,0,0,1,a,a1,2,a
4,Spain,Female,5,3,0,1,a1,a1,1,a
1,Spain,Male,1,3,3,0,a,a,0,a
2,France,Female,2,2,3,0,a1,a1,0,a
5,Germany,Female,1,0,2,0,a1,a1,3,a
3,Spain,Male,2,1,3,0,a1,a,2,a
2,Spain,Male,1,2,2,0,a1,a1,1,a
1,Spain,Male,4,1,2,2,a1,a,2,a1
3,Germany,Female,2,1,2,0,a1,a1,2,a1
3,France,Female,2,2,2,0,a1,a1,2,a
2,France,Female,1,2,3,0,a1,a1,3,a
2,Spain,Female,1,3,0,1,a,a,1,a
1,France,Male,2,1,2,0,a,a,2,a
2,Germany,Male,5,3,2,1,a,a1,2,a
2,France,Female,3,3,3,0,a1,a1,1,a
3,France,Male,1,1,0,1,a1,a1,3,a
2,Germany,Male,2,2,2,1,a,a,3,a
4,Spain,Female,2,2,2,1,a,a1,4,a
3,France,Male,1,2,2,1,a1,a,3,a
4,Spain,Female,2,3,2,0,a,a1,0,a
2,France,Female,2,3,3,0,a1,a,1,a1
1,France,Female,2,1,0,1,a1,a,1,a
3,France,Female,3,3,3,0,a1,a,2,a
2,France,Female,3,2,0,1,a1,a,3,a
2,France,Male,1,0,4,0,a,a,3,a
3,Germany,Female,2,0,1,1,a,a,3,a
3,France,Male,1,2,0,1,a1,a1,0,a
2,Germany,Female,2,2,3,0,a,a,1,a1
4,France,Male,1,0,2,1,a,a1,0,a
2,Germany,Male,1,3,2,1,a1,a1,2,a
2,France,Male,2,0,3,0,a1,a,2,a
2,Spain,Male,1,0,3,0,a1,a,2,a1
3,Spain,Male,1,2,3,1,a1,a1,2,a
3,France,Female,3,1,3,0,a1,a,3,a1
3,France,Male,2,2,2,1,a1,a,1,a
2,France,Female,2,1,2,1,a1,a1,3,a
4,Germany,Female,2,1,1,1,a,a1,3,a
3,Spain,Female,1,2,2,0,a,a,2,a
4,Spain,Male,2,3,2,1,a1,a,3,a
2,Spain,Male,1,3,0,2,a,a1,2,a
4,Spain,Male,2,1,0,1,a,a1,2,a
2,Spain,Male,4,2,2,0,a,a1,0,a
4,Germany,Female,1,1,3,1,a1,a1,0,a
4,France,Female,2,0,2,0,a,a,2,a
2,Germany,Female,2,3,2,1,a1,a,0,a
4,France,Female,2,3,0,1,a1,a1,2,a
3,Germany,Male,2,0,1,1,a1,a1,4,a
2,France,Female,2,1,4,1,a,a,1,a1
2,Germany,Female,1,2,2,1,a1,a,1,a
1,Germany,Male,3,2,2,2,a,a,1,a1
2,Spain,Female,1,2,0,1,a1,a,1,a
2,France,Male,2,2,2,0,a1,a1,1,a
0,France,Male,3,2,0,0,a1,a,3,a1
3,Spain,Male,5,0,0,0,a1,a1,4,a
3,France,Male,2,3,0,0,a1,a,3,a1
3,Spain,Male,2,1,2,0,a1,a1,3,a
1,France,Female,1,1,0,1,a,a1,1,a
2,Spain,Male,0,1,0,1,a1,a1,1,a
1,Spain,Female,2,1,0,1,a,a1,4,a
3,France,Female,2,2,2,0,a1,a1,3,a1
1,Germany,Male,2,2,2,1,a1,a,1,a
4,Germany,Male,2,2,3,0,a1,a,1,a
5,Germany,Female,3,2,2,0,a1,a,1,a1
2,France,Male,1,0,0,0,a1,a,1,a
2,France,Male,3,2,3,0,a1,a,3,a1
1,Spain,Male,1,2,2,1,a1,a1,4,a
1,France,Female,3,0,4,1,a,a1,1,a
2,France,Male,1,1,0,1,a1,a1,2,a
3,France,Female,1,1,2,0,a1,a,1,a
2,France,Female,1,1,0,1,a1,a,1,a
2,France,Male,1,2,0,1,a,a,4,a
3,Germany,Male,2,0,3,0,a,a1,1,a
4,Spain,Male,1,3,0,1,a1,a1,2,a
2,Spain,Male,3,3,0,0,a1,a1,3,a
3,France,Male,2,0,2,0,a,a,3,a
2,France,Female,0,1,0,1,a,a,1,a
4,Spain,Male,2,1,0,1,a,a1,2,a
2,France,Male,1,0,3,1,a,a1,4,a
3,France,Male,3,1,0,1,a,a1,4,a
3,Spain,Male,1,0,0,0,a1,a,1,a
1,France,Male,1,1,2,0,a1,a,1,a
2,France,Female,0,0,0,1,a1,a1,4,a
1,France,Male,1,0,2,0,a1,a1,3,a
3,France,Female,5,1,0,0,a1,a1,2,a
2,Spain,Male,5,1,3,0,a1,a1,0,a
3,France,Male,1,2,0,1,a1,a,3,a
2,Spain,Female,2,2,3,0,a1,a,3,a1
2,France,Male,2,0,0,1,a1,a,0,a
3,France,Female,2,1,2,1,a1,a1,2,a
2,Spain,Male,1,2,2,1,a1,a,2,a
4,Spain,Female,2,0,0,0,a1,a,0,a1
3,France,Female,3,1,0,0,a1,a,2,a1
4,Germany,Male,1,2,1,0,a1,a,3,a
2,Germany,Male,2,1,2,0,a1,a,1,a1
3,France,Male,1,1,0,0,a,a1,3,a
2,Spain,Female,3,1,2,0,a1,a1,0,a
2,Germany,Male,2,1,2,0,a1,a,4,a
2,Spain,Female,3,2,2,0,a1,a1,1,a
2,Spain,Female,0,2,3,0,a1,a,1,a
1,Spain,Female,5,1,0,1,a1,a1,3,a
3,Spain,Male,1,1,0,1,a1,a,1,a
2,France,Female,3,0,2,0,a,a,4,a1
2,Germany,Male,1,3,2,1,a,a,1,a
5,France,Male,2,2,2,0,a,a,3,a
1,Spain,Female,3,3,3,0,a1,a,4,a
3,Spain,Female,2,1,0,1,a1,a1,3,a
2,Germany,Male,2,3,1,0,a1,a,2,a1
4,France,Male,1,2,2,0,a1,a1,3,a
3,France,Female,0,1,0,1,a1,a1,3,a
1,France,Male,2,1,3,1,a,a,1,a1
3,France,Female,3,3,0,0,a1,a1,0,a1
3,Germany,Male,1,1,4,1,a1,a,3,a
2,France,Male,4,2,0,0,a1,a,0,a1
4,France,Male,2,2,2,0,a1,a,1,a1
3,Germany,Female,3,2,3,0,a1,a,3,a1
3,Germany,Male,3,3,2,0,a1,a1,0,a
2,Spain,Female,0,2,0,1,a,a1,4,a
1,Spain,Male,2,2,0,1,a,a,3,a
1,France,Female,1,2,2,1,a1,a1,1,a
3,Germany,Female,1,2,3,1,a1,a1,3,a
3,Spain,Male,2,3,0,1,a1,a,2,a
3,France,Male,1,1,3,0,a1,a,0,a
3,Germany,Female,2,3,3,1,a1,a1,0,a
3,France,Male,1,3,2,0,a1,a1,2,a
4,Germany,Female,2,2,3,0,a,a1,0,a
1,Spain,Female,2,3,0,0,a1,a,3,a
3,Spain,Male,2,0,2,0,a1,a,4,a1
3,France,Female,1,2,0,1,a1,a,2,a
4,France,Male,0,3,0,1,a1,a,1,a
4,France,Male,2,2,0,0,a1,a,4,a1
3,France,Male,2,1,2,2,a,a,1,a1
1,France,Female,1,3,0,1,a1,a,0,a
5,Spain,Male,0,1,0,1,a1,a1,0,a
2,France,Female,3,1,2,1,a1,a1,1,a
1,Germany,Female,1,1,2,0,a1,a1,3,a
3,France,Male,2,2,3,0,a1,a1,3,a
